day,month,year,tmax,tmin,precip,srad
28,8,2000,31.10,20.00,19.60,19.75
29,8,2000,28.60,18.40,7.70,18.17
30,8,2000,31.20,19.20,21.00,25.56
31,8,2000,28.40,18.30,0.00,13.70
1,9,2000,30.20,20.00,0.00,14.52
2,9,2000,30.40,19.40,4.90,17.26
3,9,2000,29.80,19.20,8.60,20.32
4,9,2000,25.20,18.10,5.20,9.71
5,9,2000,25.00,17.80,0.00,10.84
6,9,2000,28.80,18.80,25.70,17.14
7,9,2000,28.30,17.60,0.00,20.37
8,9,2000,29.40,17.70,0.50,21.67
9,9,2000,27.60,19.40,17.00,13.93
10,9,2000,26.40,18.30,0.20,13.28
11,9,2000,29.00,18.00,0.00,22.02
12,9,2000,29.60,19.40,5.90,20.08
13,9,2000,29.70,18.60,0.00,23.00
14,9,2000,28.40,18.70,2.00,19.12
15,9,2000,28.00,18.40,0.20,17.02
16,9,2000,29.20,19.00,10.20,19.45
17,9,2000,27.60,17.60,5.70,12.64
18,9,2000,29.50,16.30,0.00,25.44
19,9,2000,30.40,18.60,0.00,23.01
20,9,2000,25.00,18.80,0.00,9.72
21,9,2000,29.00,17.40,19.80,24.46
22,9,2000,25.00,17.00,9.40,12.79
23,9,2000,25.60,18.50,2.60,12.30
24,9,2000,28.80,19.00,6.70,20.88
25,9,2000,27.40,18.40,15.20,19.74
26,9,2000,27.60,18.60,0.00,15.52
27,9,2000,28.00,19.60,52.00,15.84
28,9,2000,29.40,17.60,0.00,23.27
29,9,2000,27.60,18.80,17.90,11.62
30,9,2000,26.20,18.20,8.60,13.87
1,10,2000,28.00,17.40,0.20,25.18
2,10,2000,28.20,18.00,2.50,15.63
3,10,2000,28.80,18.70,41.50,19.81
4,10,2000,28.40,17.40,3.50,21.09
5,10,2000,26.80,18.40,29.80,16.40
6,10,2000,29.00,17.80,0.00,24.12
7,10,2000,29.80,18.80,0.00,23.45
8,10,2000,30.20,19.60,16.40,18.60
9,10,2000,29.00,18.60,0.00,16.33
10,10,2000,30.20,19.40,0.00,22.26
11,10,2000,30.30,19.60,0.00,19.19
12,10,2000,31.00,19.80,0.00,23.82
13,10,2000,30.20,18.20,0.00,23.31
14,10,2000,30.60,18.50,0.00,19.28
15,10,2000,30.00,19.40,0.00,19.10
16,10,2000,31.20,19.90,0.00,23.39
17,10,2000,32.60,19.60,0.00,25.59
18,10,2000,32.60,20.00,0.00,20.78
19,10,2000,32.00,20.00,0.00,17.89
20,10,2000,29.60,19.60,0.00,21.52
21,10,2000,29.00,19.60,0.20,16.09
22,10,2000,27.80,19.00,0.00,17.18
23,10,2000,29.00,18.00,4.30,20.48
24,10,2000,25.00,18.80,2.70,12.86
25,10,2000,27.00,19.00,12.10,15.21
26,10,2000,24.60,18.80,40.80,14.72
27,10,2000,27.60,18.80,4.80,16.11
28,10,2000,29.40,19.40,61.00,21.75
29,10,2000,27.80,18.60,0.00,15.75
30,10,2000,25.00,19.80,39.60,14.94
31,10,2000,27.00,18.20,0.40,15.23
1,11,2000,25.40,19.20,5.40,10.51
2,11,2000,23.80,19.60,1.10,9.40
3,11,2000,25.60,18.40,0.60,12.04
4,11,2000,26.40,19.00,1.00,15.76
5,11,2000,27.00,19.00,0.40,15.58
6,11,2000,28.80,18.80,0.20,18.20
7,11,2000,28.00,18.00,19.00,19.56
8,11,2000,26.80,17.70,2.50,18.60
9,11,2000,27.40,16.80,0.80,22.75
10,11,2000,27.40,19.00,0.20,13.14
11,11,2000,25.80,18.60,0.00,10.34
12,11,2000,27.40,17.30,0.00,19.73
13,11,2000,27.40,17.00,3.00,22.62
14,11,2000,27.00,19.00,0.00,14.90
15,11,2000,27.80,19.00,0.00,15.65
16,11,2000,28.40,19.20,0.00,16.85
17,11,2000,25.00,19.80,39.60,9.33
18,11,2000,27.80,17.80,6.20,15.89
19,11,2000,28.00,18.60,0.70,18.01
20,11,2000,26.80,18.60,7.60,14.63
21,11,2000,28.20,17.60,0.00,24.21
22,11,2000,26.00,18.20,0.00,10.33
23,11,2000,29.80,18.00,0.00,25.06
24,11,2000,28.60,19.40,0.00,15.31
25,11,2000,29.20,19.10,0.00,20.75
26,11,2000,28.40,18.60,0.00,18.16
27,11,2000,27.40,18.50,0.00,12.38
28,11,2000,28.80,18.00,0.00,13.28
29,11,2000,28.80,18.70,0.00,19.31
30,11,2000,30.60,18.00,0.00,24.42
1,12,2000,30.00,18.30,0.00,19.12
2,12,2000,28.00,18.60,1.20,13.98
3,12,2000,29.00,17.60,0.00,23.16
4,12,2000,28.00,18.00,0.00,18.62
5,12,2000,26.60,19.60,5.90,13.50
6,12,2000,26.00,19.60,1.50,11.08
7,12,2000,27.60,19.40,0.00,14.68
8,12,2000,25.20,19.40,1.30,9.57
9,12,2000,29.60,17.20,0.00,19.17
10,12,2000,30.00,19.40,0.00,17.51
11,12,2000,31.00,18.40,0.00,22.15
12,12,2000,30.00,19.60,0.00,23.64
13,12,2000,30.20,18.60,0.00,17.04
14,12,2000,29.00,18.50,0.50,17.79
15,12,2000,29.50,18.40,0.00,22.13
16,12,2000,28.20,18.60,1.80,15.99
17,12,2000,27.80,18.20,1.50,12.69
18,12,2000,26.60,18.60,0.30,9.69
19,12,2000,26.40,18.60,0.00,8.94
20,12,2000,26.40,18.50,9.60,11.94
21,12,2000,30.30,17.80,0.00,22.73
22,12,2000,30.00,18.00,0.00,22.14
23,12,2000,29.20,18.20,0.00,15.25
24,12,2000,29.20,19.80,7.20,14.35
25,12,2000,28.80,18.80,0.00,14.81
26,12,2000,31.40,19.00,0.00,22.62
27,12,2000,28.80,18.60,0.00,13.47
28,12,2000,28.00,19.00,9.60,11.98
29,12,2000,25.20,19.40,4.20,11.69
30,12,2000,29.00,18.40,0.00,14.10
31,12,2000,31.20,17.80,0.00,23.14
1,1,2001,29.80,19.00,0.60,20.58
2,1,2001,30.80,18.20,0.00,24.97
3,1,2001,30.60,18.00,0.00,24.54
4,1,2001,29.80,17.40,0.00,20.79
5,1,2001,29.00,17.20,0.00,22.92
6,1,2001,27.00,18.20,1.70,11.45
7,1,2001,29.40,18.10,0.50,19.64
8,1,2001,30.40,16.80,1.70,22.38
9,1,2001,30.60,18.40,0.00,18.62
10,1,2001,28.60,17.80,0.00,14.54
11,1,2001,30.00,17.60,0.00,19.42
12,1,2001,30.60,18.40,0.00,20.82
13,1,2001,28.40,18.80,0.00,9.72
14,1,2001,30.40,18.50,0.00,22.85
15,1,2001,31.00,17.40,0.00,18.30
16,1,2001,30.20,18.80,0.00,16.34
17,1,2001,24.80,19.00,5.70,13.15
18,1,2001,27.60,18.60,0.00,17.00
19,1,2001,30.40,18.80,7.10,23.01
20,1,2001,29.40,19.00,0.00,20.13
21,1,2001,29.00,17.60,0.00,19.39
22,1,2001,29.60,19.00,2.40,17.26
23,1,2001,27.60,18.50,0.10,19.30
24,1,2001,28.00,18.40,0.00,15.00
25,1,2001,30.20,18.00,0.00,19.36
26,1,2001,31.20,18.00,0.00,24.98
27,1,2001,30.80,18.00,0.00,23.62
28,1,2001,31.60,17.80,0.00,24.28
29,1,2001,31.60,18.30,0.00,22.61
30,1,2001,31.70,18.20,0.00,22.64
31,1,2001,30.00,18.70,0.00,20.02
1,2,2001,30.00,18.60,2.00,16.14
2,2,2001,29.00,18.30,0.00,12.88
3,2,2001,27.10,19.00,1.60,12.90
4,2,2001,29.20,18.80,0.50,11.51
5,2,2001,31.40,17.00,0.00,22.25
6,2,2001,32.40,19.40,0.00,21.65
7,2,2001,31.60,20.00,0.00,12.99
8,2,2001,32.00,19.60,0.00,20.78
9,2,2001,33.80,19.00,0.00,23.98
10,2,2001,31.60,20.20,0.00,18.94
11,2,2001,33.40,19.40,0.00,23.90
12,2,2001,33.60,20.40,0.00,23.78
13,2,2001,33.00,19.20,0.00,26.38
14,2,2001,33.20,20.00,0.00,25.30
15,2,2001,33.40,20.00,0.00,25.02
16,2,2001,33.50,19.40,0.00,20.73
17,2,2001,29.40,19.90,0.50,13.38
18,2,2001,31.00,19.00,3.60,17.10
19,2,2001,30.20,19.10,10.20,19.38
20,2,2001,28.10,18.00,11.60,13.12
21,2,2001,25.00,19.20,19.50,10.72
22,2,2001,26.10,18.80,15.70,10.90
23,2,2001,26.80,18.60,0.00,9.62
24,2,2001,25.00,19.60,11.90,9.63
25,2,2001,29.80,18.60,0.00,14.19
26,2,2001,26.20,19.00,6.80,10.15
27,2,2001,27.40,19.20,2.40,11.79
28,2,2001,28.00,18.80,57.50,14.57
1,3,2001,24.40,18.80,0.80,12.47
2,3,2001,28.80,18.00,22.20,15.09
3,3,2001,30.40,17.60,10.00,21.64
4,3,2001,26.60,19.40,0.00,9.74
5,3,2001,28.80,18.40,19.10,19.72
6,3,2001,26.20,18.30,3.70,15.65
7,3,2001,26.00,18.20,2.80,9.77
8,3,2001,27.80,19.20,0.30,16.01
9,3,2001,29.20,19.40,18.10,19.46
10,3,2001,29.40,18.60,15.70,17.35
11,3,2001,29.00,18.40,0.00,21.63
12,3,2001,31.20,18.70,0.00,24.59
13,3,2001,31.70,19.60,0.00,25.76
14,3,2001,27.20,19.10,6.80,11.15
15,3,2001,27.80,19.00,2.70,15.10
16,3,2001,26.00,18.60,0.00,12.48
17,3,2001,27.80,19.60,0.90,12.98
18,3,2001,25.40,18.80,0.50,10.02
19,3,2001,26.80,19.00,0.00,12.00
20,3,2001,30.40,17.80,31.60,23.85
21,3,2001,25.80,18.00,3.80,13.65
22,3,2001,25.60,19.00,3.00,12.51
23,3,2001,27.00,18.80,6.00,14.81
24,3,2001,26.00,18.40,0.40,11.52
25,3,2001,29.80,17.20,0.00,22.22
26,3,2001,28.20,18.40,0.00,15.80
27,3,2001,30.00,17.80,0.40,22.70
28,3,2001,31.30,19.00,1.40,21.39
29,3,2001,28.80,19.20,0.90,15.80
30,3,2001,30.40,19.60,0.00,21.54
31,3,2001,28.60,19.80,2.50,15.30
1,4,2001,29.80,19.80,1.10,20.05
2,4,2001,29.20,19.60,0.00,17.58
3,4,2001,31.40,18.60,0.00,17.24
4,4,2001,30.20,19.00,0.70,21.17
5,4,2001,27.20,18.60,2.60,11.66
6,4,2001,30.00,19.80,0.00,22.61
7,4,2001,26.20,20.40,21.70,9.86
8,4,2001,30.60,16.40,0.00,25.36
9,4,2001,31.00,19.40,2.10,26.80
10,4,2001,29.80,19.60,4.00,21.24
11,4,2001,28.00,19.00,0.00,15.20
12,4,2001,30.40,20.20,14.60,21.21
13,4,2001,27.80,18.80,4.10,15.18
14,4,2001,27.60,18.40,0.00,11.43
15,4,2001,30.20,19.60,37.70,17.58
16,4,2001,27.60,18.60,16.10,15.46
17,4,2001,25.60,19.20,0.00,11.40
18,4,2001,30.40,18.40,10.50,22.53
19,4,2001,28.80,18.30,2.00,18.64
20,4,2001,30.00,20.00,0.00,22.64
21,4,2001,29.80,18.20,0.00,24.38
22,4,2001,30.00,19.20,0.00,19.21
23,4,2001,28.60,18.00,34.80,15.02
24,4,2001,28.10,18.60,4.90,14.20
25,4,2001,31.40,19.00,0.40,22.50
26,4,2001,30.20,20.00,12.60,25.66
27,4,2001,31.00,19.20,1.80,22.60
28,4,2001,30.00,20.40,0.00,11.26
29,4,2001,29.40,20.60,0.00,14.11
30,4,2001,29.80,20.20,0.00,13.30
1,5,2001,31.80,19.60,7.90,20.88
2,5,2001,28.80,19.60,14.80,15.95
3,5,2001,28.40,19.40,8.80,20.19
4,5,2001,27.80,19.40,0.00,13.07
5,5,2001,29.20,17.60,0.00,20.76
6,5,2001,30.80,20.60,6.30,18.06
7,5,2001,26.20,19.00,8.90,11.28
8,5,2001,26.00,19.30,30.00,10.64
9,5,2001,26.20,18.20,10.80,16.73
10,5,2001,26.00,19.20,0.50,11.24
11,5,2001,29.60,18.20,0.00,26.35
12,5,2001,30.80,19.80,0.00,23.20
13,5,2001,31.20,19.60,0.00,22.23
14,5,2001,29.20,20.00,0.00,17.07
15,5,2001,31.30,19.80,0.00,22.01
16,5,2001,28.80,20.20,2.00,16.10
17,5,2001,29.23,20.00,0.00,19.63
18,5,2001,31.80,21.00,0.00,18.83
19,5,2001,27.40,19.60,0.00,10.33
20,5,2001,29.60,17.10,11.50,16.78
21,5,2001,26.00,19.00,0.30,9.84
22,5,2001,29.00,19.20,0.00,15.20
23,5,2001,29.80,19.20,0.00,21.46
24,5,2001,27.60,19.60,0.90,17.30
25,5,2001,29.60,18.00,0.00,19.27
26,5,2001,28.00,19.20,1.00,15.43
27,5,2001,28.20,18.20,14.40,14.50
28,5,2001,27.60,17.80,2.80,20.56
29,5,2001,29.20,18.60,0.00,19.48
30,5,2001,28.40,19.60,0.00,17.79
31,5,2001,29.20,17.10,0.40,13.52
1,6,2001,28.00,19.20,0.20,12.75
2,6,2001,28.00,18.30,0.60,13.95
3,6,2001,28.60,18.20,2.00,17.26
4,6,2001,29.60,18.00,0.60,22.68
5,6,2001,28.90,18.40,0.00,19.49
6,6,2001,29.80,18.60,0.00,19.17
7,6,2001,30.60,19.00,0.00,22.32
8,6,2001,31.40,18.20,0.00,22.75
9,6,2001,29.40,19.80,0.00,13.87
10,6,2001,31.00,19.30,0.00,20.31
11,6,2001,29.00,18.80,0.00,12.35
12,6,2001,30.20,18.40,19.60,20.29
13,6,2001,29.20,17.60,0.00,17.13
14,6,2001,30.40,19.60,1.80,20.42
15,6,2001,29.00,18.40,0.00,16.36
16,6,2001,30.60,19.80,0.00,19.65
17,6,2001,30.20,18.60,1.00,15.90
18,6,2001,30.40,19.00,0.00,22.33
19,6,2001,27.60,19.80,0.10,9.91
20,6,2001,28.60,19.60,0.50,14.99
21,6,2001,31.00,18.10,0.00,16.63
22,6,2001,31.20,18.00,0.00,20.22
23,6,2001,30.60,19.30,0.00,18.72
24,6,2001,31.20,18.20,0.00,17.98
25,6,2001,32.60,19.60,0.00,20.97
26,6,2001,31.60,19.80,0.00,13.64
27,6,2001,33.00,18.60,0.00,17.68
28,6,2001,33.60,20.60,0.00,22.92
29,6,2001,29.20,19.40,0.00,11.26
30,6,2001,32.00,18.80,0.60,22.18
1,7,2001,32.00,19.00,0.00,21.74
2,7,2001,32.40,19.00,0.20,20.40
3,7,2001,34.20,20.00,0.60,22.95
4,7,2001,33.00,19.20,0.00,23.56
5,7,2001,33.20,21.80,0.00,17.28
6,7,2001,30.60,20.30,0.00,13.69
7,7,2001,32.60,19.60,0.00,20.15
8,7,2001,33.00,19.80,0.00,20.91
9,7,2001,30.60,18.80,0.00,16.87
10,7,2001,32.60,19.40,0.00,16.58
11,7,2001,29.20,19.20,6.40,16.29
12,7,2001,28.60,19.40,10.00,17.06
13,7,2001,27.80,17.90,0.00,15.26
14,7,2001,31.80,18.60,0.20,22.82
15,7,2001,27.00,18.10,7.60,10.75
16,7,2001,31.00,16.70,0.30,23.16
17,7,2001,31.40,19.00,17.10,22.13
18,7,2001,31.00,16.30,25.40,19.27
19,7,2001,28.20,18.00,0.00,13.98
20,7,2001,28.60,18.80,0.00,13.99
21,7,2001,31.30,19.00,0.00,21.00
22,7,2001,30.00,17.00,6.30,18.59
23,7,2001,30.60,16.40,0.00,18.61
24,7,2001,31.60,18.80,0.00,24.13
25,7,2001,32.20,18.80,0.00,26.91
26,7,2001,28.60,18.60,0.00,15.16
27,7,2001,31.80,17.40,7.80,22.99
28,7,2001,27.60,18.40,1.70,17.03
29,7,2001,31.50,18.00,5.80,26.43
30,7,2001,30.00,19.40,1.20,16.61
31,7,2001,31.20,19.40,0.00,21.87
1,8,2001,32.10,20.20,0.00,26.06
2,8,2001,28.30,20.00,0.00,11.89
3,8,2001,31.30,17.80,0.00,21.65
4,8,2001,30.20,19.60,0.00,13.31
5,8,2001,29.60,20.40,0.00,11.31
6,8,2001,31.60,19.00,0.00,25.77
7,8,2001,31.00,19.00,0.00,17.25
8,8,2001,30.20,20.80,0.00,14.46
9,8,2001,33.80,17.60,0.00,25.87
10,8,2001,32.00,17.50,0.00,25.12
11,8,2001,31.80,18.60,0.00,16.08
12,8,2001,33.00,19.40,0.00,24.25
13,8,2001,32.60,20.40,0.00,23.02
14,8,2001,33.40,20.40,0.00,13.78
15,8,2001,32.00,20.40,0.20,11.44
16,8,2001,32.80,21.20,0.00,16.18
17,8,2001,35.00,21.00,0.00,25.82
18,8,2001,32.00,20.40,0.00,17.32
19,8,2001,32.20,21.00,0.00,12.76
20,8,2001,34.00,21.00,0.00,16.09
21,8,2001,33.80,19.80,0.00,17.06
22,8,2001,31.20,20.80,0.00,11.05
23,8,2001,34.00,18.20,0.00,23.14
24,8,2001,33.60,19.00,0.00,24.59
25,8,2001,32.40,18.80,0.00,14.74
26,8,2001,33.60,20.40,5.00,18.26
27,8,2001,34.40,18.30,0.00,25.31
28,8,2001,34.00,18.60,0.00,19.74
29,8,2001,34.20,18.40,0.00,26.15
30,8,2001,35.20,19.60,0.00,24.74
31,8,2001,34.20,20.20,0.00,22.67
1,9,2001,29.40,20.40,2.70,10.33
2,9,2001,30.60,18.80,0.00,11.46
3,9,2001,31.60,18.60,0.00,17.58
4,9,2001,30.40,19.40,0.00,17.91
5,9,2001,32.00,19.20,0.10,14.38
6,9,2001,31.40,18.40,1.10,23.25
7,9,2001,32.80,17.40,9.70,27.45
8,9,2001,28.60,18.40,0.20,17.14
9,9,2001,30.60,19.00,0.00,18.76
10,9,2001,30.00,19.60,0.40,18.13
11,9,2001,30.80,18.60,65.20,20.23
12,9,2001,29.80,17.60,0.00,20.89
13,9,2001,30.00,18.20,3.60,19.44
14,9,2001,23.00,17.40,26.00,10.86
15,9,2001,30.60,17.70,0.00,25.27
16,9,2001,31.00,19.00,0.00,23.01
17,9,2001,32.40,18.40,0.00,25.12
18,9,2001,30.40,18.40,0.10,21.23
19,9,2001,31.00,18.80,3.50,21.88
20,9,2001,28.20,18.60,11.80,18.31
21,9,2001,30.80,17.60,0.00,20.09
22,9,2001,31.80,18.60,0.00,18.31
23,9,2001,31.20,18.80,6.50,15.71
24,9,2001,31.20,19.40,0.30,21.37
25,9,2001,30.40,18.40,0.00,24.93
26,9,2001,30.80,19.40,5.70,24.44
27,9,2001,29.20,18.40,18.70,20.06
28,9,2001,30.20,17.80,2.60,25.07
29,9,2001,28.40,18.80,2.30,15.67
30,9,2001,28.60,19.00,0.00,17.28
1,10,2001,30.00,17.80,0.00,22.76
2,10,2001,30.40,19.60,0.30,18.71
3,10,2001,32.60,20.00,0.00,25.32
4,10,2001,31.40,18.80,0.00,24.33
5,10,2001,31.50,19.60,0.00,24.48
6,10,2001,31.40,19.80,0.00,20.10
7,10,2001,32.20,19.60,0.00,22.67
8,10,2001,32.40,18.30,0.20,24.90
9,10,2001,32.40,18.60,0.00,19.09
10,10,2001,27.60,19.20,0.00,12.15
11,10,2001,31.00,18.80,0.00,22.10
12,10,2001,32.00,18.00,0.00,22.56
13,10,2001,32.40,19.20,0.00,22.86
14,10,2001,32.60,19.80,0.00,20.11
15,10,2001,31.00,19.20,12.00,18.80
16,10,2001,25.00,19.40,3.20,13.19
17,10,2001,25.80,18.60,20.60,13.33
18,10,2001,26.40,18.80,0.00,17.62
19,10,2001,30.00,18.00,64.40,25.24
20,10,2001,28.60,18.40,2.10,16.62
21,10,2001,29.80,19.00,6.90,20.41
22,10,2001,27.00,19.20,0.00,15.14
23,10,2001,27.80,19.00,26.40,17.66
24,10,2001,27.00,18.60,5.30,18.58
25,10,2001,31.00,19.20,0.00,25.52
26,10,2001,32.20,19.60,2.50,24.53
27,10,2001,26.40,19.00,0.00,11.09
28,10,2001,29.00,19.40,1.60,22.73
29,10,2001,28.60,18.80,0.00,21.12
30,10,2001,26.00,19.40,3.80,10.41
31,10,2001,24.40,18.60,1.70,9.92
1,11,2001,25.40,18.80,15.60,9.90
2,11,2001,27.16,16.00,26.50,9.26
3,11,2001,24.40,15.40,0.00,13.93
4,11,2001,28.40,16.80,0.00,19.68
5,11,2001,29.80,19.00,0.00,23.08
6,11,2001,27.60,20.00,3.00,14.18
7,11,2001,30.00,18.60,0.00,22.24
8,11,2001,28.60,19.60,3.90,15.06
9,11,2001,27.80,19.20,0.00,12.87
10,11,2001,28.60,19.40,4.60,19.66
11,11,2001,30.00,19.40,0.00,19.94
12,11,2001,28.60,19.60,1.60,17.75
13,11,2001,29.00,19.00,20.80,17.26
14,11,2001,26.60,18.40,0.00,11.54
15,11,2001,27.60,19.00,0.00,15.98
16,11,2001,29.60,19.40,0.00,20.56
17,11,2001,29.70,19.00,0.30,22.22
18,11,2001,28.60,18.40,3.00,17.60
19,11,2001,28.20,19.60,33.50,15.58
20,11,2001,28.40,18.80,0.50,15.10
21,11,2001,26.80,19.20,0.30,12.80
22,11,2001,29.00,19.00,11.40,21.77
23,11,2001,28.40,18.20,6.50,16.11
24,11,2001,28.60,17.80,0.00,22.78
25,11,2001,27.20,18.70,12.60,15.16
26,11,2001,27.60,18.80,1.50,12.87
27,11,2001,27.00,18.60,6.20,10.88
28,11,2001,26.20,18.60,1.10,9.96
29,11,2001,28.00,19.20,0.40,15.55
30,11,2001,27.20,17.60,2.40,12.21
1,12,2001,24.60,19.00,12.70,9.18
2,12,2001,27.00,17.60,7.30,10.37
3,12,2001,26.40,18.00,7.70,14.43
4,12,2001,28.60,17.60,0.00,20.14
5,12,2001,29.40,18.60,0.00,20.73
6,12,2001,29.80,18.80,0.00,16.21
7,12,2001,30.20,19.60,0.00,18.30
8,12,2001,30.00,20.00,5.10,15.28
9,12,2001,27.20,19.00,0.30,15.73
10,12,2001,27.80,18.60,0.00,12.72
11,12,2001,31.00,18.00,0.00,22.31
12,12,2001,29.60,19.60,3.90,18.10
13,12,2001,25.80,19.00,2.60,10.15
14,12,2001,29.00,16.40,0.20,20.04
15,12,2001,28.20,19.60,8.70,15.39
16,12,2001,28.40,19.40,4.50,15.09
17,12,2001,27.00,19.40,15.90,14.19
18,12,2001,26.20,19.80,11.60,9.09
19,12,2001,27.20,18.80,0.00,11.64
20,12,2001,29.40,17.00,0.00,18.83
21,12,2001,26.00,19.00,0.00,10.89
22,12,2001,29.80,18.00,0.00,17.34
23,12,2001,30.00,18.40,0.00,20.04
24,12,2001,26.40,20.00,1.00,10.15
25,12,2001,29.20,17.80,13.00,18.70
26,12,2001,26.60,20.00,53.60,13.76
27,12,2001,26.60,19.00,14.80,12.12
28,12,2001,29.40,18.00,4.40,21.88
29,12,2001,30.00,20.00,0.70,19.34
30,12,2001,30.30,20.00,0.00,21.61
31,12,2001,30.20,18.40,0.00,22.82
1,1,2002,30.00,18.00,0.00,21.64
2,1,2002,31.00,18.80,0.00,23.61
3,1,2002,30.00,17.40,0.00,21.52
4,1,2002,29.60,17.40,0.00,23.95
5,1,2002,30.00,17.00,0.00,22.01
6,1,2002,30.20,17.00,0.00,21.88
7,1,2002,29.60,17.20,0.00,18.58
8,1,2002,31.00,18.40,0.00,24.20
9,1,2002,30.40,18.40,0.00,21.50
10,1,2002,30.40,18.40,0.00,23.19
11,1,2002,29.80,16.80,0.00,20.18
12,1,2002,28.20,18.00,0.30,11.23
13,1,2002,27.00,19.00,24.00,12.31
14,1,2002,30.00,18.20,0.00,22.85
15,1,2002,29.40,18.20,0.00,19.37
16,1,2002,30.50,18.60,0.00,19.40
17,1,2002,31.00,18.20,0.00,22.64
18,1,2002,29.50,18.20,0.00,19.76
19,1,2002,29.00,19.20,0.00,13.80
20,1,2002,29.60,18.60,0.00,16.90
21,1,2002,29.80,18.00,2.00,18.16
22,1,2002,31.60,18.40,0.00,22.97
23,1,2002,31.80,19.00,0.00,21.15
24,1,2002,31.20,18.80,0.00,16.70
25,1,2002,32.00,19.40,0.00,21.68
26,1,2002,30.60,19.00,0.00,19.86
27,1,2002,33.00,19.00,0.00,21.91
28,1,2002,31.40,20.40,0.00,17.12
29,1,2002,32.60,20.20,0.00,22.76
30,1,2002,31.00,20.00,0.00,18.27
31,1,2002,31.20,20.00,4.40,15.02
1,2,2002,31.20,19.40,1.30,19.59
2,2,2002,32.60,19.60,0.00,24.17
3,2,2002,29.00,19.00,1.20,14.00
4,2,2002,27.40,18.40,4.00,14.34
5,2,2002,30.00,16.80,0.00,20.35
6,2,2002,30.00,18.60,0.00,20.07
7,2,2002,29.80,18.20,5.90,18.84
8,2,2002,27.40,19.40,0.70,14.76
9,2,2002,27.80,18.30,0.00,16.69
10,2,2002,30.00,17.00,56.80,24.18
11,2,2002,29.20,18.20,3.00,17.86
12,2,2002,30.40,19.00,0.40,20.44
13,2,2002,30.00,19.00,0.00,20.47
14,2,2002,30.00,18.40,1.70,25.14
15,2,2002,30.40,19.00,5.40,16.53
16,2,2002,29.80,18.80,10.90,21.05
17,2,2002,30.40,19.30,7.40,22.85
18,2,2002,29.60,19.20,0.30,17.10
19,2,2002,28.60,19.00,0.00,12.13
20,2,2002,31.60,18.60,0.00,23.27
21,2,2002,31.80,19.40,0.00,22.18
22,2,2002,29.40,20.80,2.50,11.22
23,2,2002,28.40,20.00,0.00,12.05
24,2,2002,31.60,18.00,0.00,22.43
25,2,2002,32.30,19.80,0.00,25.54
26,2,2002,29.60,18.00,0.20,14.21
27,2,2002,28.00,20.00,0.30,12.60
28,2,2002,29.80,18.50,0.00,13.43
1,3,2002,31.00,20.00,0.00,22.24
2,3,2002,31.80,19.20,0.00,20.31
3,3,2002,31.60,19.40,0.00,24.41
4,3,2002,31.00,19.40,0.00,19.70
5,3,2002,29.40,19.00,0.00,13.67
6,3,2002,31.40,17.40,24.00,20.88
7,3,2002,29.00,17.40,1.00,15.17
8,3,2002,31.00,18.80,0.00,17.97
9,3,2002,32.40,19.20,0.00,22.91
10,3,2002,32.20,17.20,0.00,24.89
11,3,2002,30.20,18.00,0.40,14.90
12,3,2002,23.40,19.80,9.30,9.82
13,3,2002,30.80,18.20,6.30,21.49
14,3,2002,30.00,18.80,1.60,17.72
15,3,2002,27.20,18.40,18.50,15.26
16,3,2002,30.60,18.80,83.00,24.65
17,3,2002,26.40,17.40,4.70,14.79
18,3,2002,30.60,18.40,10.20,18.08
19,3,2002,28.00,18.20,25.00,14.30
20,3,2002,27.60,18.80,39.00,14.64
21,3,2002,25.00,18.40,18.20,13.00
22,3,2002,29.20,18.60,0.00,16.45
23,3,2002,26.20,17.80,0.50,16.79
24,3,2002,30.00,18.00,34.80,18.60
25,3,2002,31.20,17.80,0.00,24.19
26,3,2002,31.30,19.40,0.00,19.58
27,3,2002,29.40,19.60,23.30,17.44
28,3,2002,27.80,18.00,25.80,13.99
29,3,2002,25.40,18.30,1.60,10.70
30,3,2002,29.00,17.00,0.00,23.67
31,3,2002,31.40,19.00,0.00,23.99
1,4,2002,30.60,19.80,15.00,20.70
2,4,2002,26.00,20.20,0.50,9.87
3,4,2002,28.80,18.80,0.00,19.70
4,4,2002,31.00,20.40,0.00,18.22
5,4,2002,31.80,19.00,0.10,21.81
6,4,2002,28.00,20.20,4.70,16.89
7,4,2002,25.00,18.60,8.60,9.86
8,4,2002,26.50,17.60,23.50,15.24
9,4,2002,26.00,17.40,3.60,12.29
10,4,2002,25.80,18.00,3.20,12.28
11,4,2002,27.40,17.40,4.60,16.83
12,4,2002,27.70,19.20,6.60,17.63
13,4,2002,26.40,17.40,0.60,13.23
14,4,2002,28.00,19.00,0.50,14.51
15,4,2002,29.40,18.60,4.00,19.69
16,4,2002,30.00,18.60,2.80,14.65
17,4,2002,28.80,18.80,55.00,18.68
18,4,2002,30.00,18.00,5.00,17.20
19,4,2002,28.40,18.60,39.60,18.80
20,4,2002,27.40,17.60,20.60,16.68
21,4,2002,27.40,19.00,4.60,19.88
22,4,2002,26.80,19.40,0.30,12.15
23,4,2002,29.60,19.60,0.10,21.59
24,4,2002,27.80,20.00,45.60,13.08
25,4,2002,23.20,19.40,2.20,9.70
26,4,2002,26.40,18.00,6.90,11.29
