day,month,year,tmax,tmin,precip,srad
27,4,2002,27.20,18.80,0.40,15.90
28,4,2002,27.00,17.40,2.00,12.85
29,4,2002,27.80,18.60,0.00,18.08
30,4,2002,25.00,19.00,8.60,10.28
1,5,2002,26.40,18.40,0.00,10.58
2,5,2002,30.00,17.80,0.00,18.80
3,5,2002,30.70,18.60,0.00,19.72
4,5,2002,31.20,18.70,0.00,25.53
5,5,2002,31.60,20.00,0.00,25.17
6,5,2002,32.20,19.80,0.00,24.19
7,5,2002,32.00,19.80,0.00,25.57
8,5,2002,29.40,20.20,0.00,14.56
9,5,2002,32.20,19.40,0.00,15.63
10,5,2002,32.20,19.80,0.00,23.11
11,5,2002,30.20,20.00,0.00,11.85
12,5,2002,32.80,20.70,0.70,23.04
13,5,2002,30.00,19.20,0.00,17.88
14,5,2002,31.20,20.80,0.00,17.54
15,5,2002,32.00,20.20,0.30,17.51
16,5,2002,29.80,19.80,0.00,18.11
17,5,2002,31.00,19.80,0.00,14.53
18,5,2002,29.40,20.20,0.80,13.43
19,5,2002,31.20,19.40,0.00,17.57
20,5,2002,31.00,20.80,0.00,18.78
21,5,2002,28.80,18.60,0.00,13.07
22,5,2002,28.00,20.00,21.10,13.05
23,5,2002,28.20,18.20,2.00,14.26
24,5,2002,32.00,19.40,0.00,25.87
25,5,2002,29.00,20.00,15.60,17.28
26,5,2002,26.20,19.20,11.90,12.53
27,5,2002,27.00,19.20,30.60,13.43
28,5,2002,23.80,19.40,18.30,9.46
29,5,2002,25.60,18.20,19.00,11.42
30,5,2002,26.20,18.40,4.60,19.30
31,5,2002,23.60,18.80,13.90,10.64
1,6,2002,29.20,17.80,4.00,23.96
2,6,2002,27.60,20.00,3.70,15.01
3,6,2002,28.20,19.00,3.80,15.75
4,6,2002,21.80,18.00,23.40,9.24
5,6,2002,26.40,17.60,4.00,19.04
6,6,2002,26.40,19.20,25.00,15.40
7,6,2002,26.60,18.00,0.00,14.94
8,6,2002,30.40,19.00,52.20,24.25
9,6,2002,26.20,18.00,0.80,12.96
10,6,2002,31.60,19.00,9.00,24.37
11,6,2002,27.20,19.20,2.80,16.40
12,6,2002,29.00,18.20,13.00,20.29
13,6,2002,25.60,18.00,4.30,12.03
14,6,2002,29.20,19.00,0.00,24.61
15,6,2002,27.80,19.40,0.00,17.26
16,6,2002,30.00,17.00,0.00,26.09
17,6,2002,29.60,19.60,0.00,22.49
18,6,2002,30.20,19.00,0.00,18.59
19,6,2002,31.80,20.00,0.00,26.06
20,6,2002,29.00,20.00,0.00,13.80
21,6,2002,30.40,19.40,0.00,19.33
22,6,2002,31.40,20.40,0.00,16.93
23,6,2002,30.00,20.00,0.00,14.54
24,6,2002,30.60,19.00,0.00,19.62
25,6,2002,29.80,19.80,0.00,15.73
26,6,2002,28.80,18.40,0.00,14.54
27,6,2002,31.30,20.00,0.00,21.12
28,6,2002,31.40,21.30,0.00,14.54
29,6,2002,29.00,20.40,0.00,15.89
30,6,2002,32.60,20.20,0.00,20.83
1,7,2002,31.40,20.60,0.00,17.55
2,7,2002,32.20,20.00,0.00,19.80
3,7,2002,31.40,19.60,0.00,20.71
4,7,2002,33.00,21.00,34.60,23.11
5,7,2002,30.20,19.40,21.60,19.38
6,7,2002,24.30,18.70,1.90,9.34
7,7,2002,30.50,18.20,0.00,21.95
8,7,2002,32.00,20.80,0.00,23.92
9,7,2002,31.20,20.00,0.00,18.97
10,7,2002,31.00,21.00,0.00,16.28
11,7,2002,28.60,20.00,0.00,14.63
12,7,2002,32.00,19.60,0.00,26.40
13,7,2002,32.60,20.00,0.00,25.36
14,7,2002,32.20,20.00,0.00,23.58
15,7,2002,31.00,20.20,0.00,17.55
16,7,2002,30.40,19.40,0.00,19.99
17,7,2002,31.60,20.20,7.00,18.65
18,7,2002,29.40,19.40,0.00,13.51
19,7,2002,31.00,17.20,0.00,22.02
20,7,2002,29.60,18.80,0.00,15.36
21,7,2002,27.80,19.40,0.00,12.49
22,7,2002,30.30,18.60,9.80,23.61
23,7,2002,31.20,19.50,0.00,22.88
24,7,2002,29.00,20.20,0.00,17.56
25,7,2002,29.60,19.60,0.00,14.22
26,7,2002,31.60,18.60,0.00,26.02
27,7,2002,31.40,19.60,0.00,18.24
28,7,2002,30.60,20.00,0.00,14.58
29,7,2002,30.60,20.00,0.00,16.75
30,7,2002,31.00,19.00,0.00,19.07
31,7,2002,27.20,18.60,0.40,10.93
1,8,2002,31.60,18.00,0.00,21.13
2,8,2002,33.00,19.60,0.00,25.33
3,8,2002,29.60,18.40,0.00,11.59
4,8,2002,31.60,18.80,0.00,22.60
5,8,2002,33.20,18.60,0.00,26.98
6,8,2002,33.20,19.20,0.00,24.99
7,8,2002,32.20,20.40,0.00,21.29
8,8,2002,32.60,19.20,0.80,17.42
9,8,2002,30.00,19.40,0.00,14.95
10,8,2002,32.40,18.80,0.00,18.41
11,8,2002,29.00,19.80,0.00,10.14
12,8,2002,32.40,19.00,0.00,20.49
13,8,2002,33.80,20.40,0.00,22.87
14,8,2002,32.60,20.00,0.00,19.75
15,8,2002,32.60,20.00,0.00,21.04
16,8,2002,32.80,20.40,0.00,23.27
17,8,2002,32.70,20.20,0.00,20.77
18,8,2002,34.40,20.20,0.00,25.06
19,8,2002,32.00,20.20,0.00,17.50
20,8,2002,33.20,20.00,0.40,19.74
21,8,2002,34.40,19.60,0.00,20.07
22,8,2002,34.60,20.60,0.00,18.19
23,8,2002,33.60,21.20,0.00,17.26
24,8,2002,34.60,19.40,0.00,23.48
25,8,2002,34.40,21.00,0.00,21.75
26,8,2002,31.40,20.00,5.60,15.87
27,8,2002,29.00,19.60,13.90,10.78
28,8,2002,31.40,19.20,18.20,16.54
29,8,2002,26.20,18.00,8.60,10.31
30,8,2002,27.00,18.20,0.00,10.48
31,8,2002,28.80,19.40,12.20,15.14
1,9,2002,28.60,18.60,5.00,14.19
2,9,2002,31.00,19.20,0.00,23.03
3,9,2002,32.00,19.70,1.50,23.69
4,9,2002,32.20,19.40,0.00,25.31
5,9,2002,30.80,18.20,0.00,19.53
6,9,2002,32.30,18.20,0.00,24.38
7,9,2002,32.00,19.00,0.00,16.49
8,9,2002,33.30,19.20,0.00,26.50
9,9,2002,33.20,19.80,0.00,24.74
10,9,2002,31.80,19.40,0.00,19.10
11,9,2002,32.20,21.00,0.00,19.10
12,9,2002,33.60,19.20,0.00,25.90
13,9,2002,33.20,17.80,0.00,24.61
14,9,2002,33.40,18.40,0.00,21.87
15,9,2002,32.40,20.20,0.00,21.71
16,9,2002,32.00,19.80,0.00,18.96
17,9,2002,29.00,18.20,0.60,10.05
18,9,2002,30.00,17.80,7.00,16.37
19,9,2002,28.60,18.00,17.60,19.45
20,9,2002,31.40,18.40,0.00,21.88
21,9,2002,32.40,20.00,0.00,22.85
22,9,2002,33.00,18.00,0.00,26.41
23,9,2002,32.80,18.80,0.00,22.68
24,9,2002,30.60,18.80,8.40,18.30
25,9,2002,27.80,19.00,19.60,14.56
26,9,2002,25.80,18.50,31.70,15.85
27,9,2002,29.80,19.00,2.00,21.84
28,9,2002,28.40,19.00,0.70,14.87
29,9,2002,30.00,18.20,23.00,18.26
30,9,2002,30.60,18.60,0.00,24.23
1,10,2002,31.60,18.40,0.00,24.54
2,10,2002,31.80,19.80,0.00,25.34
3,10,2002,32.00,18.40,0.00,23.71
4,10,2002,33.00,20.00,0.00,24.17
5,10,2002,32.60,18.40,4.50,24.48
6,10,2002,31.80,19.20,0.00,23.98
7,10,2002,32.20,19.00,0.00,21.38
8,10,2002,30.00,19.80,27.00,21.52
9,10,2002,28.60,18.60,4.80,15.87
10,10,2002,32.40,20.00,0.40,21.32
11,10,2002,32.60,20.40,0.00,16.96
12,10,2002,30.20,20.00,0.00,12.93
13,10,2002,31.60,19.40,0.00,24.94
14,10,2002,31.70,17.60,0.00,25.23
15,10,2002,29.80,18.40,71.10,19.44
16,10,2002,30.00,18.20,2.80,19.26
17,10,2002,28.00,18.60,16.20,11.73
18,10,2002,29.30,17.60,0.00,18.10
19,10,2002,30.40,17.80,0.00,16.16
20,10,2002,29.80,18.20,9.00,17.89
21,10,2002,28.60,18.00,19.60,22.95
22,10,2002,26.00,18.40,60.40,12.92
23,10,2002,28.60,19.30,21.00,17.98
24,10,2002,28.70,18.00,16.00,23.18
25,10,2002,26.80,17.80,9.60,17.13
26,10,2002,27.00,19.00,62.20,12.68
27,10,2002,27.20,17.60,0.60,20.08
28,10,2002,27.80,18.00,0.00,23.36
29,10,2002,27.60,18.80,17.80,20.02
30,10,2002,25.00,19.00,3.90,11.19
31,10,2002,27.20,19.20,22.40,15.25
1,11,2002,28.80,19.00,0.00,20.71
2,11,2002,26.20,18.80,0.00,15.52
3,11,2002,26.40,19.20,2.60,10.81
4,11,2002,28.40,19.40,13.10,21.24
5,11,2002,26.60,18.60,10.80,12.49
6,11,2002,27.40,19.20,4.20,17.45
7,11,2002,28.00,18.60,0.00,15.86
8,11,2002,23.80,19.00,10.90,10.56
9,11,2002,28.00,18.70,2.20,16.59
10,11,2002,28.80,17.80,0.00,22.75
11,11,2002,28.80,19.00,0.00,15.46
12,11,2002,28.80,19.00,10.90,16.05
13,11,2002,27.60,18.40,0.80,15.10
14,11,2002,27.20,19.00,44.50,12.93
15,11,2002,30.20,17.90,0.00,21.21
16,11,2002,30.00,19.60,0.00,18.11
17,11,2002,29.20,18.90,0.00,20.53
18,11,2002,27.80,18.60,0.30,20.50
19,11,2002,28.40,19.40,0.00,19.86
20,11,2002,31.00,18.40,0.00,25.49
21,11,2002,28.40,19.40,0.00,13.56
22,11,2002,31.60,18.60,0.00,22.53
23,11,2002,31.00,19.00,0.00,23.72
24,11,2002,29.80,17.20,0.00,16.09
25,11,2002,31.20,19.80,0.00,23.66
26,11,2002,31.00,19.40,0.00,18.78
27,11,2002,31.00,20.40,0.00,15.73
28,11,2002,31.80,19.40,0.00,22.83
29,11,2002,31.00,19.00,0.00,13.28
30,11,2002,31.20,19.40,0.00,23.09
1,12,2002,30.60,20.20,0.00,21.40
2,12,2002,31.00,19.00,0.70,21.99
3,12,2002,31.60,20.40,0.00,20.46
4,12,2002,32.20,18.60,0.00,20.45
5,12,2002,31.00,19.40,0.00,20.43
6,12,2002,29.80,19.00,0.00,17.86
7,12,2002,29.40,19.00,0.00,14.39
8,12,2002,28.20,18.80,4.30,12.58
9,12,2002,25.80,18.80,15.90,11.07
10,12,2002,29.60,19.00,33.30,14.37
11,12,2002,29.40,19.40,0.50,17.21
12,12,2002,30.00,18.20,0.00,23.95
13,12,2002,30.00,18.60,0.00,22.14
14,12,2002,28.60,20.00,1.00,14.05
15,12,2002,23.00,19.60,2.00,8.80
16,12,2002,25.40,19.30,8.10,9.10
17,12,2002,23.20,19.00,4.90,8.80
18,12,2002,26.80,19.00,0.60,10.89
19,12,2002,28.60,19.00,0.00,17.03
20,12,2002,27.40,19.40,5.20,12.69
21,12,2002,26.80,18.60,0.00,11.64
22,12,2002,29.80,18.60,0.00,24.23
23,12,2002,29.80,19.40,0.00,23.49
24,12,2002,30.40,19.20,0.00,18.55
25,12,2002,31.00,19.40,0.00,23.20
26,12,2002,30.00,18.60,0.00,23.21
27,12,2002,29.30,19.00,6.90,13.62
28,12,2002,29.40,19.00,0.00,20.38
29,12,2002,28.00,18.60,0.00,17.99
30,12,2002,29.20,19.00,0.00,17.10
31,12,2002,31.60,19.80,0.00,23.13
1,1,2003,31.20,18.60,0.00,24.65
2,1,2003,31.20,18.80,0.00,22.71
3,1,2003,30.80,19.20,0.00,20.92
4,1,2003,31.00,19.00,0.00,17.92
5,1,2003,31.00,18.20,0.00,22.16
6,1,2003,32.00,18.40,0.00,24.91
7,1,2003,32.80,19.20,0.00,23.42
8,1,2003,32.00,18.80,0.00,23.75
9,1,2003,31.60,17.80,0.00,18.92
10,1,2003,33.00,19.60,0.00,23.34
11,1,2003,33.40,19.60,0.00,25.04
12,1,2003,32.80,19.40,0.00,21.42
13,1,2003,32.00,17.80,0.00,20.99
14,1,2003,31.20,19.40,0.00,16.60
15,1,2003,31.20,19.40,0.00,19.37
16,1,2003,31.40,18.80,0.00,14.20
17,1,2003,30.60,19.20,16.70,19.73
18,1,2003,30.40,19.60,0.00,22.21
19,1,2003,27.80,19.60,0.00,9.96
20,1,2003,29.40,17.20,0.00,17.21
21,1,2003,31.00,19.00,0.00,20.77
22,1,2003,31.30,17.20,0.00,24.05
23,1,2003,30.60,17.40,0.00,21.30
24,1,2003,29.60,18.80,8.20,12.99
25,1,2003,30.00,19.00,0.00,19.05
26,1,2003,31.80,18.00,0.00,23.73
27,1,2003,31.60,18.40,0.00,18.80
28,1,2003,32.00,18.20,0.00,21.32
29,1,2003,32.60,19.20,0.00,24.01
30,1,2003,33.00,20.00,3.20,21.08
31,1,2003,30.00,19.80,0.00,16.90
1,2,2003,30.40,19.40,0.00,22.72
2,2,2003,30.00,18.80,0.00,17.43
3,2,2003,31.60,18.80,0.00,16.83
4,2,2003,34.20,19.80,0.00,25.51
5,2,2003,33.60,20.00,0.00,25.08
6,2,2003,32.40,19.20,0.00,18.97
7,2,2003,34.00,21.40,0.00,19.95
8,2,2003,31.00,18.60,0.00,11.59
9,2,2003,32.60,18.00,0.00,19.70
10,2,2003,32.80,19.00,11.20,21.48
11,2,2003,31.00,19.40,0.00,18.33
12,2,2003,32.20,19.20,0.80,22.99
13,2,2003,31.00,20.00,13.90,16.16
14,2,2003,31.40,19.00,0.00,22.90
15,2,2003,27.80,20.90,5.80,14.45
16,2,2003,27.20,19.00,1.60,14.96
17,2,2003,29.00,19.60,0.00,13.06
18,2,2003,28.40,19.20,6.00,19.51
19,2,2003,29.40,18.60,0.00,20.02
20,2,2003,28.60,19.00,0.00,15.86
21,2,2003,31.40,19.60,0.00,20.24
22,2,2003,30.80,19.80,0.00,15.42
23,2,2003,31.40,19.00,0.00,19.00
24,2,2003,29.80,20.40,0.00,12.06
25,2,2003,33.40,20.20,0.00,23.27
26,2,2003,27.60,18.20,0.00,12.26
27,2,2003,30.20,18.40,0.00,22.03
28,2,2003,29.60,19.40,0.00,14.08
1,3,2003,28.80,18.60,0.00,14.10
2,3,2003,32.40,18.40,0.00,23.25
3,3,2003,31.80,19.00,3.00,22.62
4,3,2003,29.00,18.60,1.60,17.58
5,3,2003,33.00,18.40,0.00,25.60
6,3,2003,34.40,20.00,0.00,26.45
7,3,2003,34.00,20.40,0.00,25.81
8,3,2003,33.80,20.80,0.00,24.36
9,3,2003,34.20,22.00,0.00,22.74
10,3,2003,32.60,21.00,0.00,14.23
11,3,2003,31.60,20.60,0.00,16.87
12,3,2003,32.60,20.00,0.40,18.19
13,3,2003,32.60,20.80,2.20,19.85
14,3,2003,28.60,18.00,21.60,16.90
15,3,2003,27.40,17.60,0.00,12.96
16,3,2003,27.00,17.60,6.40,11.98
17,3,2003,26.00,18.60,16.50,10.02
18,3,2003,28.00,18.60,1.50,17.42
19,3,2003,26.20,18.80,7.70,10.36
20,3,2003,27.80,17.70,4.80,13.32
21,3,2003,28.80,18.00,3.30,22.38
22,3,2003,28.60,19.40,0.00,15.30
23,3,2003,28.40,18.60,6.20,12.18
24,3,2003,29.30,18.40,0.60,19.75
25,3,2003,27.20,18.80,29.70,12.35
26,3,2003,26.00,18.50,1.90,11.20
27,3,2003,26.60,19.40,2.00,12.35
28,3,2003,27.40,19.30,5.80,12.18
29,3,2003,29.20,19.60,4.40,17.60
30,3,2003,27.00,19.20,0.90,13.33
31,3,2003,27.60,19.00,0.00,16.44
1,4,2003,27.40,19.70,0.00,13.98
2,4,2003,31.20,18.70,0.00,25.78
3,4,2003,32.20,20.20,0.00,23.31
4,4,2003,28.40,20.80,0.00,17.10
5,4,2003,33.00,19.60,0.00,24.43
6,4,2003,33.40,20.20,0.00,25.23
7,4,2003,32.70,20.40,0.00,23.41
8,4,2003,31.00,19.80,3.50,16.87
9,4,2003,26.80,19.20,5.20,12.13
10,4,2003,28.80,19.20,3.20,14.24
11,4,2003,31.20,18.80,10.00,17.97
12,4,2003,25.60,17.80,4.50,9.99
13,4,2003,29.80,19.20,80.80,14.85
14,4,2003,30.00,18.00,2.30,16.14
15,4,2003,27.80,18.80,11.20,15.47
16,4,2003,27.40,17.60,0.40,14.97
17,4,2003,23.40,18.80,10.40,9.66
18,4,2003,29.00,17.60,0.00,26.08
19,4,2003,26.20,19.80,0.00,12.19
20,4,2003,29.00,18.40,24.20,26.50
21,4,2003,25.40,18.60,31.40,12.16
22,4,2003,27.50,18.40,5.10,17.77
23,4,2003,26.40,19.00,9.00,16.30
24,4,2003,29.40,19.40,14.60,18.84
25,4,2003,26.60,18.60,0.20,12.10
26,4,2003,30.50,17.60,17.50,24.38
27,4,2003,27.80,18.80,0.00,12.39
28,4,2003,30.60,18.40,0.00,26.07
29,4,2003,28.60,18.80,0.00,13.79
30,4,2003,30.20,20.00,0.00,21.55
1,5,2003,32.00,20.10,0.00,25.96
2,5,2003,32.30,20.00,0.20,24.49
3,5,2003,29.60,20.20,0.50,16.40
4,5,2003,30.20,20.40,0.70,14.33
5,5,2003,27.60,19.40,0.20,16.35
6,5,2003,30.30,19.60,0.00,17.75
7,5,2003,30.20,19.20,0.00,18.35
8,5,2003,30.80,19.40,2.00,16.91
9,5,2003,26.40,20.00,2.40,9.69
10,5,2003,30.40,19.40,0.00,19.67
11,5,2003,30.20,19.60,0.00,23.54
12,5,2003,29.80,20.40,21.00,20.39
13,5,2003,29.40,18.80,2.60,19.12
14,5,2003,29.60,20.00,0.00,20.18
15,5,2003,30.60,20.00,0.00,18.29
16,5,2003,31.20,21.00,0.00,19.81
17,5,2003,29.40,20.80,0.00,14.84
18,5,2003,29.60,20.80,4.00,12.81
19,5,2003,27.00,20.00,1.00,17.57
20,5,2003,29.40,20.00,0.60,18.01
21,5,2003,30.60,20.00,23.30,18.60
22,5,2003,28.80,19.40,20.40,16.12
23,5,2003,30.00,19.40,0.00,20.85
24,5,2003,30.50,21.20,0.10,17.15
25,5,2003,28.70,19.60,0.40,14.22
26,5,2003,26.20,20.20,0.20,12.22
27,5,2003,29.00,18.80,0.00,19.52
28,5,2003,28.00,20.60,3.10,18.89
29,5,2003,31.40,19.60,0.30,22.82
30,5,2003,29.60,20.40,1.00,18.09
31,5,2003,27.80,20.00,0.00,12.46
1,6,2003,30.20,19.60,15.00,23.50
2,6,2003,28.40,18.60,8.90,17.12
3,6,2003,27.40,17.80,7.40,17.71
4,6,2003,27.60,18.00,0.00,13.92
5,6,2003,28.00,19.00,0.80,10.59
6,6,2003,29.40,18.00,10.70,22.64
7,6,2003,29.70,18.40,0.00,17.65
8,6,2003,29.80,19.20,0.00,16.73
9,6,2003,30.00,19.40,0.00,15.82
10,6,2003,31.00,19.00,0.00,24.22
11,6,2003,28.30,19.40,1.70,12.50
12,6,2003,27.60,20.00,50.20,13.99
13,6,2003,23.70,19.60,24.40,9.18
14,6,2003,27.80,18.70,27.20,17.12
15,6,2003,25.70,18.00,10.30,11.87
16,6,2003,29.40,19.20,17.00,23.39
17,6,2003,27.20,17.00,12.00,12.16
18,6,2003,27.80,18.60,0.90,13.50
19,6,2003,27.30,19.40,11.80,14.85
20,6,2003,28.80,19.00,4.60,17.09
21,6,2003,27.80,19.00,0.00,13.64
22,6,2003,29.60,18.00,0.00,21.71
23,6,2003,29.20,19.20,0.00,21.86
24,6,2003,29.80,18.60,0.00,25.75
25,6,2003,27.00,18.20,0.00,13.34
26,6,2003,30.20,16.30,0.00,24.40
27,6,2003,30.00,20.00,0.00,22.02
28,6,2003,28.20,19.00,0.00,14.84
29,6,2003,28.40,18.40,0.00,13.80
30,6,2003,28.60,19.00,0.20,15.45
1,7,2003,27.80,19.00,0.00,16.80
2,7,2003,32.20,18.80,0.00,24.44
3,7,2003,31.80,19.60,0.00,15.46
4,7,2003,30.40,19.10,0.00,17.57
5,7,2003,30.60,18.80,0.00,17.88
6,7,2003,30.00,19.00,24.00,23.29
7,7,2003,27.80,17.40,2.80,17.00
8,7,2003,26.60,19.00,9.00,16.26
9,7,2003,29.00,18.40,7.60,17.62
10,7,2003,27.20,19.40,0.00,16.13
11,7,2003,28.40,18.80,0.00,19.60
12,7,2003,30.00,18.80,0.00,19.17
13,7,2003,30.00,19.00,0.00,18.88
14,7,2003,31.40,16.40,0.00,22.82
15,7,2003,31.60,18.00,0.00,23.14
16,7,2003,29.60,18.30,0.00,17.72
17,7,2003,28.40,19.20,0.00,11.07
18,7,2003,31.40,18.60,0.00,23.82
19,7,2003,31.40,18.70,0.00,22.48
20,7,2003,31.60,19.20,0.00,21.74
21,7,2003,31.80,20.40,0.00,16.14
22,7,2003,32.40,19.60,0.00,17.83
23,7,2003,31.80,20.00,0.00,20.14
24,7,2003,30.60,20.30,0.00,11.00
25,7,2003,32.50,21.00,0.00,23.70
26,7,2003,31.00,20.80,0.40,13.63
27,7,2003,32.00,19.40,0.00,13.79
28,7,2003,33.00,19.00,0.00,26.85
29,7,2003,31.60,20.80,0.00,13.83
30,7,2003,31.80,20.60,0.00,17.69
31,7,2003,30.40,19.00,0.10,18.64
1,8,2003,31.80,19.20,0.00,17.43
2,8,2003,28.80,19.40,4.60,14.36
3,8,2003,26.40,19.20,0.70,10.97
4,8,2003,32.40,16.60,0.00,26.79
5,8,2003,33.00,18.60,0.00,21.24
6,8,2003,33.00,19.20,0.00,23.59
7,8,2003,31.00,19.60,0.40,18.02
8,8,2003,31.80,20.00,0.10,18.98
9,8,2003,29.40,19.40,1.70,15.73
10,8,2003,33.60,19.80,0.00,23.87
11,8,2003,33.00,19.60,0.00,25.78
12,8,2003,32.60,19.20,0.00,20.33
13,8,2003,33.40,19.40,0.00,20.36
14,8,2003,33.30,21.00,0.00,16.61
15,8,2003,32.40,21.80,0.00,17.89
16,8,2003,33.40,19.00,0.00,21.85
17,8,2003,33.60,18.60,0.00,20.61
18,8,2003,33.60,19.40,0.00,27.27
19,8,2003,34.60,19.20,0.00,24.77
20,8,2003,33.60,19.00,0.20,18.47
21,8,2003,31.00,20.30,4.80,17.70
22,8,2003,31.80,18.20,0.60,20.41
23,8,2003,31.60,18.00,0.70,22.82
24,8,2003,28.80,19.20,0.00,13.61
25,8,2003,33.40,18.60,0.00,25.73
26,8,2003,33.40,19.60,0.00,23.85
27,8,2003,32.60,21.00,0.00,17.48
28,8,2003,34.00,20.40,0.00,22.93
29,8,2003,33.00,20.40,0.00,16.39
30,8,2003,33.20,19.40,0.00,21.21
31,8,2003,35.00,19.00,0.00,24.44
1,9,2003,33.40,20.00,0.00,18.20
2,9,2003,33.60,20.00,0.00,19.17
3,9,2003,33.80,19.00,0.00,21.44
4,9,2003,33.80,19.60,0.00,24.51
5,9,2003,31.00,19.80,0.00,14.86
6,9,2003,31.60,18.80,7.60,18.74
7,9,2003,30.00,18.40,0.00,20.20
8,9,2003,32.20,18.00,25.60,24.89
9,9,2003,30.20,17.60,2.20,17.15
10,9,2003,30.60,18.80,15.20,20.23
11,9,2003,30.60,18.60,0.00,19.75
12,9,2003,31.40,19.40,0.00,26.06
13,9,2003,32.60,18.40,0.00,26.39
14,9,2003,31.60,19.20,0.00,21.06
15,9,2003,32.50,20.40,0.00,21.87
16,9,2003,32.00,19.20,0.00,21.39
17,9,2003,32.00,20.20,0.50,15.56
18,9,2003,30.40,17.30,0.20,15.40
19,9,2003,32.00,18.60,0.00,17.50
20,9,2003,30.60,18.80,0.00,20.90
21,9,2003,30.50,18.20,14.20,18.96
22,9,2003,25.80,18.00,6.20,12.63
23,9,2003,27.80,17.20,0.00,14.74
24,9,2003,29.40,16.60,0.00,20.08
25,9,2003,29.00,18.00,1.60,16.67
26,9,2003,27.60,20.00,18.90,12.61
27,9,2003,28.00,18.60,0.20,16.98
28,9,2003,28.60,19.60,8.60,17.78
29,9,2003,28.80,17.80,4.50,19.55
30,9,2003,28.80,18.70,14.60,17.76
1,10,2003,27.60,18.80,19.00,15.33
2,10,2003,30.40,19.80,0.00,24.21
3,10,2003,28.60,18.60,0.00,19.67
4,10,2003,30.00,19.40,0.30,21.59
5,10,2003,28.20,18.40,5.00,14.80
6,10,2003,28.40,19.20,2.80,11.56
7,10,2003,25.20,19.00,0.90,11.55
8,10,2003,25.80,19.20,31.70,10.41
9,10,2003,25.50,18.20,30.70,10.24
10,10,2003,26.20,18.60,0.60,12.80
11,10,2003,29.00,19.60,16.40,21.14
12,10,2003,30.80,19.40,0.00,19.67
13,10,2003,30.80,19.40,1.00,10.99
14,10,2003,28.00,19.80,0.00,14.34
15,10,2003,28.50,19.00,14.40,17.20
16,10,2003,25.60,18.50,1.90,10.47
17,10,2003,29.20,17.40,0.00,21.63
18,10,2003,29.80,19.80,0.00,17.30
19,10,2003,28.00,19.80,5.30,16.80
20,10,2003,30.20,19.70,47.60,21.07
21,10,2003,25.00,18.00,0.40,9.44
22,10,2003,29.60,17.00,0.00,24.99
23,10,2003,30.30,19.00,1.10,23.84
24,10,2003,29.60,19.20,0.00,13.83
25,10,2003,29.40,18.80,0.00,20.93
26,10,2003,28.80,19.00,0.00,20.58
27,10,2003,27.20,20.20,2.30,9.35
28,10,2003,27.30,17.00,8.00,13.59
29,10,2003,25.20,18.00,13.70,9.32
30,10,2003,25.40,18.00,7.50,12.13
31,10,2003,25.60,18.00,6.50,10.55
1,11,2003,26.40,17.20,0.00,11.31
2,11,2003,27.80,16.80,4.10,21.78
3,11,2003,23.40,18.60,0.00,9.24
4,11,2003,27.20,15.20,0.00,22.34
5,11,2003,29.60,17.40,0.00,23.39
6,11,2003,29.60,18.60,7.30,14.02
7,11,2003,27.00,18.20,1.60,13.53
8,11,2003,25.60,18.60,42.00,9.48
9,11,2003,28.60,17.20,1.80,23.56
10,11,2003,25.50,19.00,21.80,11.61
11,11,2003,26.20,18.00,13.50,13.76
12,11,2003,27.60,18.40,22.50,16.05
13,11,2003,28.80,19.20,8.80,22.65
14,11,2003,28.60,19.20,6.00,15.23
15,11,2003,28.80,18.80,0.00,16.90
16,11,2003,28.80,18.60,0.00,17.65
17,11,2003,29.30,19.20,0.00,20.23
18,11,2003,28.40,19.20,0.00,18.36
19,11,2003,28.60,19.00,49.00,17.27
20,11,2003,27.00,18.40,0.00,14.49
21,11,2003,27.20,18.70,18.30,15.24
22,11,2003,23.80,18.00,5.70,9.12
23,11,2003,28.80,16.20,0.00,24.02
24,11,2003,27.30,18.80,0.00,16.09
25,11,2003,27.60,18.80,18.60,16.53
26,11,2003,27.80,18.60,0.00,18.18
27,11,2003,29.60,18.80,0.00,23.61
28,11,2003,28.00,18.60,1.20,14.35
29,11,2003,27.20,20.00,4.50,11.46
30,11,2003,26.00,18.60,0.00,11.15
1,12,2003,27.20,19.00,7.40,11.89
2,12,2003,25.00,18.80,0.80,10.68
3,12,2003,25.40,17.60,0.00,9.91
4,12,2003,27.60,17.00,0.00,15.63
5,12,2003,29.00,18.60,3.00,17.72
6,12,2003,25.60,18.70,4.00,10.34
7,12,2003,27.60,16.40,0.00,15.29
8,12,2003,29.40,18.60,0.00,20.24
9,12,2003,30.40,18.00,0.00,24.28
10,12,2003,30.00,18.40,0.00,21.72
11,12,2003,28.40,19.80,0.00,14.06
12,12,2003,29.00,18.40,33.70,17.35
13,12,2003,28.50,19.20,33.30,14.50
14,12,2003,28.40,18.80,1.10,18.54
15,12,2003,27.40,18.40,0.00,15.24
16,12,2003,29.60,17.20,0.00,24.08
17,12,2003,29.60,18.50,0.00,24.67
18,12,2003,29.60,17.60,3.20,18.98
19,12,2003,29.60,19.60,0.00,16.88
20,12,2003,29.80,18.40,0.00,18.38
21,12,2003,30.00,19.40,0.00,17.78
22,12,2003,30.00,18.50,0.00,14.64
23,12,2003,29.40,18.80,1.70,14.94
24,12,2003,31.20,19.20,0.00,23.64
